Date,Close,High,Low,Open,Volume,RSI,MACD,BB_Upper,BB_Lower
2020-02-13,659.465576171875,661.076061195236,654.2986456938107,661.076061195236,13565659,49.280771591380244,-7.545003754508002,704.0048830253195,616.9035764473367
2020-02-14,665.4824829101562,671.6782959370149,650.0487633667867,660.8523610746443,21227841,52.35120770538474,-5.977732358766048,696.3914446473768,620.3387372373888
2020-02-17,661.2996826171875,673.7808361092095,659.5326584603905,666.1087404521531,13149130,50.081433220993226,-5.015361546626423,693.1354299797619,621.1745675788319
2020-02-18,656.4459228515625,660.248435272722,651.9723999060855,660.248435272722,11127161,47.50740589940574,-4.59140671446869,689.0917780724477,622.2433232459117
2020-02-19,672.7295532226562,673.9150349477495,659.8905275306022,661.7917537765035,14084409,55.72831900011427,-2.907945586001688,686.4750058876043,623.5381593955988
2020-02-20,664.7443237304688,674.6084467350322,663.7825121618259,669.687583672214,16892268,51.471278084599895,-2.1928539424369546,683.2240351569948,624.9594426262084
2020-02-24,646.4028930664062,660.7405401434429,643.9871953423907,657.4972328720769,21370214,43.29112798499821,-3.070741238288065,678.9770790511185,625.779683644194
2020-02-25,633.6309814453125,649.2883120922913,630.7678836964259,649.2883120922913,27745062,38.68110991964684,-4.742392425742651,676.2147466605265,624.5091302925985
2020-02-26,622.7154541015625,631.8190982347916,620.6352917833475,630.7678186366056,29362748,35.22832721463965,-6.868800609423602,676.7846528196494,620.3715727662882
2020-02-27,620.143310546875,623.520820005058,612.4264202255112,620.9261263497503,25054993,34.448012748188034,-8.661698237930182,676.5456242498112,616.423382097845
2020-02-28,594.3756713867188,607.0581581658521,592.7428492925397,606.1186837322065,39315769,27.803770701957205,-12.023219466910064,681.5948364189347,606.2251342841902
2020-03-02,588.7837524414062,612.4263145698782,582.0510718430629,606.2081051825395,29500495,26.60452623754685,-14.965952203578468,686.2587540276653,597.2889937750691
2020-03-03,600.7280883789062,605.6713484615526,591.4007735026032,594.8454135797672,27398798,33.2293655995348,-16.148135358904597,687.8912578381213,593.7485187732069
2020-03-04,599.3189086914062,605.6265863851147,585.0930684252744,604.8213738082619,22105261,32.852605467552834,-17.002736092605687,689.3153440884552,588.4458802767791
2020-03-05,586.5469360351562,607.4830574986179,584.2430441036529,604.9107614105319,30510390,29.579160640972304,-18.49737851930763,690.918048155775,580.6987792368033
2020-03-06,568.5857543945312,576.2579099445863,555.2099199542964,568.1384140570675,33734039,25.700836728237434,-20.890399143818513,693.4168647151703,569.8434136051421
2020-03-09,498.4184265136719,555.1651580471522,489.85162058131226,554.7401548853941,88187018,16.563833141525976,-28.124599302876163,709.0028771163628,539.9644599197701
2020-03-11,516.0441284179688,527.1832005807552,495.6671803789598,495.6671803789598,59578576,23.884118027150137,-32.06587278780228,714.4723382308019,521.8773962662684
2020-03-12,475.5363159179688,492.5357258130127,469.1391701914128,485.378101545366,55970485,19.623060194069325,-38.01973451772676,722.7582481156435,496.1558967818176
2020-03-13,494.4593505859375,509.982477758339,421.5855519763993,446.45836059532905,73297403,26.242917484178378,-40.74163784238533,722.7388451053922,479.8469062373812
2020-03-16,454.3765563964844,483.00714524632815,449.5898653118392,474.4403385952524,38482258,22.092321981885476,-45.60737886864251,725.0853447837304,456.99150458150405
2020-03-17,450.9319458007813,474.19430109253625,448.7846523850041,468.4905324264047,45445979,21.77361204484903,-49.17461067327463,722.8796145314494,437.74218112284746
2020-03-18,433.261474609375,463.4130789981454,429.9063325319352,458.6711221665263,44730415,20.166392734923136,-52.818666220112505,719.9675676563483,417.8504071971673
2020-03-19,410.5359191894531,432.59042415453,399.1284125023437,411.6095658236809,61404010,18.295925505593516,-56.88463819235693,716.9189459711547,396.30802851615
2020-03-20,455.3831176757813,462.9657459489258,416.0383975453142,420.2882504902189,63360475,31.74938428680187,-55.84441648859786,702.5210829635508,388.97124796906644
2020-03-23,395.48248291015625,424.9854120443488,391.7247049147837,409.8648618647584,40670949,25.669577843627295,-59.171422582470655,692.0863208643311,372.4798259862548
2020-03-24,422.0329284667969,433.9325104811008,400.73893016882965,416.0383884925765,45734887,31.89486483176472,-58.98574882149984,678.7351537050903,363.3939966855347
2020-03-25,484.14788818359375,515.1494403179707,430.9128936371874,431.15893082862937,73130298,43.76168036582442,-53.21303613881241,663.1728010744325,364.0080399900205
2020-03-26,476.96783447265625,499.648645569476,466.2984692637249,490.2094960975014,45744488,42.832617471180825,-48.65660699810576,647.8977183139141,364.7083607876484
2020-03-27,476.6994323730469,495.3540612398386,468.020791266076,489.8516259919914,41657940,42.79604135204556,-44.553674853098016,631.1408636091867,367.1208276749931
2020-03-30,460.9749755859375,480.81508630927294,456.30014975804846,465.5156291793591,30229866,40.60822224043752,-42.085765311073885,617.8623503362028,367.0592713678988
2020-03-31,498.2395324707031,505.41952430798887,468.8260681247117,480.4348787671312,44292810,47.46278634920484,-36.69993688351161,605.3841020096077,370.4830976974235
2020-04-01,483.3426513671875,503.093264271414,467.5734569491014,502.0419846435416,41597459,45.21615793079438,-33.25039302534856,587.4992514474592,376.6294045584002
2020-04-03,482.0005493164063,507.4996933138572,472.5390330846229,507.4996933138572,41367807,45.00945025770293,-30.275899362458688,566.9131309032176,385.48368916514175
2020-04-07,539.5526123046875,543.086660841312,492.088426868368,493.0278714782651,54373624,54.59517559245078,-23.0093833555743,554.931783753428,392.7656039418845
2020-04-08,533.3120727539062,549.7970746164123,518.9296902800911,527.8767374297419,49880330,53.50603089135854,-17.551849657871628,546.0727229380147,398.09729659323517
2020-04-09,545.7484130859375,551.4968858405396,533.6922622821191,543.0866484415843,33032857,55.41490022264949,-12.08391035645684,554.4411962695953,394.4618219188814
2020-04-13,531.9699096679688,543.5339847346166,527.8765966727111,538.5907251822866,23673784,52.827101503166226,-8.761343821950277,557.171529967475,393.32406634600164
2020-04-15,514.388916015625,552.9283884903713,511.3245453160948,535.50397581859,35321842,49.64161415260501,-7.460821457245174,560.8731107273883,393.50774559585386
2020-04-16,522.53076171875,531.2094028193618,512.2192985890305,514.3889290016788,37455706,51.11184944758,-5.7073781073581245,564.3052427487156,392.88275468780785
2020-04-17,547.5601196289062,550.2442808995188,533.535612903734,543.9813374764348,33269335,55.42068535180666,-2.2719124232191916,573.2173578234767,393.2889959362888
2020-04-20,556.4178466796875,562.3228590945811,537.7184814324796,548.4549490845818,36030932,56.869452489216016,1.152181794025637,582.5698160338009,394.48512781385534
2020-04-21,553.5323486328125,560.0860337092978,520.7190100428373,541.2972025264376,61371628,56.22838466377345,3.59156423634397,589.0585926235284,400.0234386264716
2020-04-22,610.0106811523438,619.5393292310587,581.5590584712065,590.5061043699907,142683366,64.63223507822825,9.967225846711585,603.4639732301292,405.5655342161598
2020-04-23,613.2763671875,619.9643142606366,605.4029383592604,611.6882791292506,65464502,65.05007433692322,15.109326269642224,619.2957083000266,405.5231240974343
2020-04-24,633.8994140625,668.7705820869983,602.674159716329,603.993843697594,134986308,67.64932440988201,20.610994713309765,629.5625557043596,419.09796980833573
2020-04-27,639.6031494140625,659.8458688421625,636.5835122845931,641.5043758770541,58482901,68.35039432835904,25.14153440846394,640.8737454253256,429.54380218209633
2020-04-28,638.8873291015625,651.1000185601599,622.7825996528488,648.6619839341811,78453401,68.15078621789078,28.347486857989566,654.9905986528879,430.9008930463308
2020-04-29,638.3505249023438,650.2948710877204,635.2414197546999,646.3805532770238,37494672,67.99043157945567,30.493402694483734,666.094864413899,435.9348963282885
2020-04-30,655.8196411132812,668.770532341543,643.3161499559969,650.4290406318744,71345899,70.42890370136038,33.22072035307133,678.3550647846814,441.58671683152943
2020-05-04,642.0411376953125,655.372237059235,634.100578563775,644.1884308722197,53456868,66.14860142347823,33.87978411089534,683.3659233023401,454.68247452480824
2020-05-05,653.42626953125,661.6352335022636,647.409392668105,650.3172243173109,44903763,67.8853896565225,34.918265844126836,691.9175828891883,461.6494886440147
2020-05-06,653.4710693359375,664.2970042488814,646.6489200756587,654.9249553114857,40489094,67.89237039287698,35.33753595180019,696.6289336961813,473.95097963389685
2020-05-07,674.1387939453125,677.1360939711861,646.4253105657003,650.8988338602702,50026966,71.02183919249244,36.91202434173033,702.0055968273837,487.7881409655852
2020-05-08,698.6760864257812,706.7731256998821,687.6264217526766,691.1605298647231,84262770,74.23288719152568,39.68233886969904,715.8154463016044,489.8906389034737
2020-05-11,705.3864135742188,722.4752932861393,703.3733222103791,706.8179027396051,67085063,75.04721041652103,41.93588958157602,728.0751029556113,494.83841633149814
2020-05-12,661.7470092773438,701.6062261496023,655.3722604271993,700.0180784316636,100683202,61.44684814668592,39.742384074816414,731.7450545119531,502.7683243942968
2020-05-13,675.7871704101562,689.5833490177412,656.6169951579172,689.5833490177412,66430125,63.72459845127685,38.690933821427734,734.5890440724603,514.3060609080084
2020-05-14,648.4658203125,675.9001491489479,645.8014275181612,663.3909829522006,49266771,56.70399231620751,35.246744768145845,729.3561671951879,532.9466282149683
2020-05-15,659.0556640625,662.3523056062347,639.0500542508714,652.101104371265,62152260,58.60752767353954,32.99140760653586,723.1470467463286,552.8082388982026
2020-05-18,650.6334228515625,669.2616544401022,644.875632962838,663.842565100716,62796089,56.48068267704384,30.17657540204823,717.5930723994633,568.6695435673336
2020-05-19,636.2501220703125,660.0943173105137,633.6986696085636,657.9718098763932,42315854,52.94690984613021,26.47994412080243,710.2612437742912,583.9845997315681
2020-05-20,647.44970703125,653.3881649537279,629.0698124523583,636.7469251931129,55320985,55.292474315828485,24.175371471458902,698.1483190026534,605.4892603430499
2020-05-21,650.8591918945312,659.9813507786306,643.5207801115246,648.0367074472184,39167981,56.011378640735586,22.36627349914147,696.05528893589,611.667141484032
2020-05-22,646.478759765625,658.4234038155449,644.1982199074185,655.6235549779989,37828973,54.79232432079478,20.344566558989868,693.6105724360715,617.432097241663
2020-05-26,643.091796875,654.6751640177939,639.5919112653286,653.9751868958597,33216635,53.817010164072194,18.25857614384688,693.2279969883768,618.7339109706074
2020-05-27,652.8010864257812,656.61703698639,637.6501047337907,646.2303793438942,35667956,56.222678164343776,17.1907084477848,693.1644893748233,620.1172122853328
2020-05-28,664.8585815429688,668.2455271815335,654.359044090917,657.0685886567666,40126278,59.07376082776611,17.12000592092727,693.6843407268595,622.1944861774373
2020-05-29,661.3135375976562,664.7456350022455,656.007329265396,662.939252230092,40022527,57.88021266110339,16.58671689232824,693.6991063550718,624.4760218187564
2020-06-01,686.5802612304688,694.7089545568629,666.5295002853659,668.358459270055,39943702,63.53519457716814,17.995454531316113,697.1978593898285,624.0533307957184
2020-06-02,693.51220703125,695.4541060723005,686.7834677262479,689.1317954741431,22153960,64.92647717030086,19.447065685214284,701.3864140237873,625.0118830953533
2020-06-03,696.19921875,704.4859445214847,692.4509368094127,697.712053268636,25381289,65.47634374463266,20.577097402325762,705.818298554445,624.8572934865705
2020-06-04,713.427490234375,717.8079613810611,695.905665372641,697.2604077785676,34202350,68.84854227617828,22.602288097935116,713.4696758105281,623.2015583203313
2020-06-05,714.2855224609375,730.6783659768879,710.6727564801458,720.291708575871,33076685,69.01089216689986,23.999847047349704,719.7039608704399,620.9819461119819
2020-06-08,708.7760620117188,730.8590266524802,706.7439184964705,730.8590266524802,31414953,66.61037050548686,24.381796991285682,721.5466350557258,620.1492694852898
2020-06-09,694.1670532226562,714.8726404733965,692.29294201313,704.6214390965813,25857161,60.5917388219363,23.237799271979497,719.6759782463984,620.8979902594609
2020-06-10,709.9728393554688,713.3146329578219,695.4766830422209,696.8540015463917,22132647,64.34537225355234,23.337546969476875,724.8175870084907,620.5789645051813
2020-06-11,694.4154663085938,708.0761301554923,691.3897970340737,707.1955445300772,20385805,58.44453864946202,21.90869791996522,726.5954482667426,620.663932836773
2020-06-12,717.4918212890625,719.3885083960947,676.0354981246212,677.3903002260765,38548899,63.75422715298659,22.380406350613498,731.9978261949093,622.1641550062625
2020-06-15,729.120361328125,734.7201185977291,704.9826774658966,706.7439083037186,53107403,66.10453725700488,23.422563940697728,739.2647584833228,621.9036924444115
2020-06-16,730.5428466796875,744.474480971934,715.9111755811775,741.9681807809915,51187003,66.39163021755317,24.085619984441678,745.4016700416648,623.757723268882
2020-06-17,729.4816284179688,738.5586354119855,723.4980185831051,726.2752912652263,41782053,65.94289456253108,24.24597275015026,748.8103784637566,629.6721654815559
2020-06-18,747.7937622070312,751.9032611106536,725.0786081018418,725.7108570793259,40471557,69.74320511900646,25.556094874546375,755.774009326666,632.7429401362245
2020-06-19,794.5338134765625,807.810625482609,750.5486065093829,754.1613131856782,105804173,76.84528695773834,30.019857382402733,773.6368468139226,629.2475648071711
2020-06-22,788.550048828125,814.7650268662464,783.5147529061562,800.8559685231744,60198705,74.43639089465091,32.69766322278633,785.5105859956406,631.5809545317032
2020-06-23,777.1473388671875,796.4981230069162,774.9796793150689,790.2886927800162,37962078,69.9372690740637,33.513418420245216,791.591618389847,638.9054763367154
2020-06-24,780.285888671875,800.5398941664224,772.9926883895107,783.9212306484618,51586221,70.46640157777577,34.02099220985053,797.331273282132,645.9143016690399
2020-06-25,775.79248046875,789.837054705863,773.6022450212416,779.9019790081456,39679374,68.60465264811816,33.672511849778175,801.6755065848503,652.6634582588998
2020-06-26,786.5178833007812,791.1919028764127,775.3860969939733,780.7149415817722,30921913,70.60124920341654,33.87134128817672,805.7583371778347,661.1010622362277
2020-06-29,778.1634521484375,785.6598967514907,774.7313543352946,780.3762638421109,25621946,67.02560949072742,32.97467079855062,809.4847624244162,666.5329560814432
2020-06-30,769.5606079101562,786.2243641857787,765.6994455798191,784.418040909027,30276420,63.461418247165206,31.21010468312818,811.4825308881566,672.1400277055934
2020-07-01,784.68896484375,789.8371415415186,771.3443662186169,776.7409392467646,28464103,66.80440790210861,30.678759650840334,814.9917562807408,677.4797769223843
2020-07-02,798.1976928710938,801.485081567038,786.725864305351,790.3306639056832,28789533,69.48882307914188,30.990467520592688,821.0452197687828,679.9033336980142
2020-07-03,810.689697265625,813.0022452904714,801.6664242784979,807.0168938963399,29434266,71.76283487560647,31.878028538103877,828.4421070243147,682.1468639229508
2020-07-06,839.6640014648438,842.4752438841282,812.5941218966552,818.4434059167284,47016185,76.194583407727,34.52146923109899,840.3889194483222,683.2888454442559
2020-07-07,826.8092651367188,845.3546275122593,819.032966945957,843.3822180562978,35189589,70.87950662500603,35.17368489053422,845.4287969380226,691.5131891459617
2020-07-08,815.2694702148438,832.0237061429656,811.6420023700266,827.0813186844387,26204095,66.40151735290306,34.363286910391935,848.3363773442379,699.135271825684
2020-07-09,827.1719970703125,832.0463807901345,809.9416146203339,820.257200151335,36418942,68.60471071569836,34.28624463054132,848.9428903338577,711.8044119122361
2020-07-10,851.5665893554688,854.5365672443328,827.1719444149811,829.0990778284718,43759967,72.57417363661767,35.78116479721734,855.9602039128876,718.1945751398467
2020-07-13,877.3894653320312,883.1480175589572,861.5193398778321,863.0383306607164,69608392,76.02915933725811,38.6045805065927,868.5479553206023,720.4337341325227
2020-07-14,869.227783203125,880.4275378777578,855.7608760819069,876.9361375023506,67331128,72.9031340884216,39.72564574432067,876.2005769545824,726.6496061508863
2020-07-15,836.1272583007812,897.2498214760561,815.2694681656544,878.7271275560773,139669773,61.804440534774756,37.510761585153205,875.1921303795941,738.322615714156
2020-07-16,835.8552856445312,847.4631233403054,821.8215599703974,837.4876162694775,60961724,61.721295610779705,35.326284592313755,875.0334788552129,747.2874195822872
2020-07-17,866.824462890625,870.5879376546745,833.4065484579826,836.5805972770396,49726765,67.14189897082197,35.68269670482255,882.5386298749312,747.0113335039752
2020-07-20,870.5426025390625,876.0291396123432,861.3606541786958,869.5904298045907,36592938,67.73268997641759,35.8519002782607,889.6498897565975,748.0993289934024
2020-07-21,893.96240234375,896.4336259674744,878.0696681167741,879.2032442811862,42173371,71.24034771051312,37.44414465465309,899.8957125900492,749.535012507607
2020-07-22,908.67626953125,911.39684028734,889.0426683207968,899.1541819328522,59771457,73.21070113014363,39.43867145277079,911.7719405895925,750.4978225940013
2020-07-23,933.0709228515624,943.0010338235652,902.940391134032,908.6536081303096,58333751,76.13052030117208,42.49790357995039,926.8657783291636,751.1318290927114
2020-07-24,973.1315307617188,980.771821076851,933.0708895039388,933.1615612066566,120597372,79.98791824668987,47.60614928405005,950.4070398662419,746.2519323017269
2020-07-27,977.6885375976562,997.0047292904096,964.8564523008032,987.9361194684092,80304827,80.3764055946145,51.42933778233339,969.5883659859161,747.0231147269745
2020-07-28,987.437255859375,994.8281988813133,975.1719293046234,977.688488793748,55114422,81.21647326453326,54.61629959779407,986.1139447635435,752.2852007442691
2020-07-29,950.6866455078124,989.7497164572248,938.806733983119,987.5279599955765,72663399,69.19135708293668,53.55912640980762,992.7948951959231,762.2040183782956
2020-07-30,956.2185668945312,970.2068959629854,939.5096069794464,951.7522658851112,72857444,69.91348342729799,52.56178927730787,999.5272627256804,771.2737382508822
2020-07-31,937.2877197265624,965.3551074174673,930.8036739652496,958.7803899595892,74958061,64.35446589573971,49.67125198599797,1002.576074266164,780.8847289564923
2020-08-03,910.9434814453124,932.708168854675,908.268186395727,930.1236054784066,46715383,57.50237430364445,44.738997185629955,1003.7729540769724,786.8157971437308
2020-08-04,975.1492919921876,982.5855710982528,906.9759241686488,916.203269273076,92041055,66.78468690824482,45.48667991061211,1011.7291452902948,793.6936086159551
2020-08-05,964.1989135742188,995.7350350128564,960.5034420662862,983.4924363615606,74549993,64.20880705523476,44.68057003603826,1014.5130121144228,805.8026861277646
2020-08-06,967.6676025390624,982.9029063632008,955.7423553761496,978.0511909769216,49322975,64.67361001142166,43.81652671798588,1017.0663313249476,817.2989274641149
2020-08-07,973.2675170898438,978.41397565965,961.3649973579196,965.7178986420788,32984416,65.45361264794637,43.08695289486775,1021.2301825717959,825.305168990704
2020-08-10,961.2062377929688,981.6786719644748,955.878435955378,979.0034370833714,26958997,62.26475066829564,41.062176731763884,1024.377578999086,830.5394498095078
2020-08-11,967.5316162109376,979.4115277857608,952.3643158271036,967.9850346750636,46828306,63.275256203339836,39.51245719877954,1026.9235645026254,837.8238476067498
2020-08-12,964.7203369140624,972.610094232018,955.28898076835,961.727691023823,30264617,62.47450707188313,37.623743464653444,1023.2480110793912,854.358708891312
2020-08-13,962.2037963867188,969.8440862641454,956.7399270901238,964.901699164418,24830322,61.72152638092644,35.51447171106656,1015.5559650805812,874.6856059643405
2020-08-14,958.4630126953124,978.051218179692,947.331262509623,962.4304992398274,33224635,60.55320721146684,33.15877495197833,1010.4207371812588,888.9846888441318
2020-08-17,948.2835083007812,954.4728113825544,938.6480809006554,954.4728113825544,30979066,57.370739443613466,30.12322557418895,1002.307108239084,904.8724083624785
2020-08-18,960.6167602539062,967.7582955179748,944.2025451178334,945.4041249622032,30547672,60.10642084572961,28.385510683871757,997.267780586409,916.5771718061691
2020-08-19,966.5113525390624,976.690929595431,961.8863763924036,970.7963098232202,34087543,61.382002656838665,27.17079543148327,993.683754058366,925.9447066349933
2020-08-20,950.8679809570312,963.0426353692126,946.7644269706008,961.2742374165048,22537845,56.24239035770997,24.661552467296247,992.5936342076669,928.8145322962392
2020-08-21,943.9758911132812,962.1811736813316,941.7767425366628,960.3674398053548,25280895,54.09337919797307,21.86478169622626,991.3947248552695,927.0978776837931
2020-08-24,950.2786254882812,954.2461122540436,938.8294637469554,948.3062160685006,32717218,55.75821090735845,19.927190453123103,989.0858798686627,926.6657314594622
2020-08-25,944.0892333984376,957.329460746316,942.2301636663344,954.9262408658594,19388008,53.698707472779795,17.688303466851153,984.3181278668534,927.0986812151779
2020-08-26,969.1185913085938,973.9476387792452,928.1737834197,945.404164454041,59870421,60.11456128836418,17.7292575591365,985.7168014417322,927.5432022203771
2020-08-27,957.0120849609376,974.8772893855144,953.679360076086,973.9703924276448,28085062,56.067616771056315,16.593540087363294,985.7562890296896,927.5830664390604
2020-08-28,959.528564453125,967.1235185049004,955.0395957954092,961.2742345079783,27166900,56.71983912505056,15.715377582218366,985.487080324144,930.0763596172621
2020-08-31,943.4544677734376,985.7595929976718,934.2271229260566,985.7595929976718,62076132,51.464107004539486,13.566001780865122,978.3626712471381,940.4518673270805
2020-09-01,946.4244384765624,962.3625085827924,935.1566206196068,952.2056589351108,38616258,52.342799725828435,11.964340319873486,976.2796206254229,939.6624325972334
2020-09-02,964.9923095703124,969.4359420833692,945.4041058105976,948.5780947667522,26949439,57.520618221789285,12.054329287317273,976.3764440864766,939.6449487357891
2020-09-03,957.6921997070312,969.7761228830587,953.5659776492616,964.9017393534516,18586429,54.990961572829335,11.405117243801328,975.3353580910173,939.6884944480453
2020-09-04,941.8900756835938,950.8226774812872,939.6002554209448,944.7467140146103,28475945,49.87751636996845,9.505934185116644,973.4641842520888,938.4219241463487
2020-09-07,944.338623046875,954.812883543974,926.9268380792043,944.950776960414,21926473,50.64336955337515,8.104966231535741,973.1423223312723,937.0570245925559
2020-09-08,955.4251098632812,961.7277530048063,943.363793855557,948.5782565741886,27397082,54.065686944615386,7.799369589651064,971.6169076766445,937.3717886124181
2020-09-09,980.0236206054688,982.948262646231,943.7944599093832,945.4041824088742,55310877,60.594460582366175,9.433334677697758,975.2663791809454,935.2526454772577
2020-09-10,1049.2398681640625,1063.2735913062183,986.3715829983508,989.8857107486724,140304404,72.45722678793389,16.127528387505777,1005.2330079479855,913.9896238879521
2020-09-11,1051.8472900390625,1060.054399431229,1037.0428539822522,1048.3332813865743,59470807,72.78954370938504,21.396477017554844,1025.070033940781,903.4910256295315
2020-09-14,1044.0482177734375,1070.0978626809967,1034.7301409572988,1054.2277957192978,44063445,70.06639785166314,24.658587962728006,1038.531351517924,899.6061789996543
2020-09-15,1051.4390869140625,1054.5677402462595,1037.518702454909,1048.3104335818653,27178393,71.16724079681715,27.522948344520614,1051.61789810168,895.6018650819136
2020-09-16,1054.023681640625,1074.3373820752818,1047.675702726847,1051.9605405191994,33952295,71.56111771337378,29.659632002522358,1063.3779133252503,892.5930827684997
2020-09-17,1042.3250732421875,1058.1724701146538,1039.19630018031,1051.960379773106,25828669,67.09344983519887,30.06244807883047,1071.3787603973115,893.7379449249544
2020-09-18,1045.4764404296875,1051.7110790333331,1032.2588818564082,1049.3532551234189,33074915,67.67883307801264,30.28684383358666,1078.6281992167105,896.6385610371957
2020-09-21,1022.8729248046876,1059.2153640933784,1019.01865808858,1042.8918201365796,33627381,59.5025622927307,28.314373804309298,1081.7984326203987,900.7277575651483
2020-09-22,1002.6045532226562,1032.4629482711289,998.2515919553894,1032.4629482711289,34792254,53.286092502774906,24.829470221501765,1082.1835086699077,906.1942134980612
2020-09-23,1011.514404296875,1032.3495853551422,999.95196363165,1024.754631202086,42988708,55.48762546871603,22.526933081672837,1083.8267364838293,908.7905669829674
2020-09-24,989.0242919921876,1009.3379310241464,986.6890759494188,1001.1308828752752,29826318,49.186337278714305,18.672150773094813,1083.646859973757,912.1716641961649
2020-09-25,998.3196411132812,1003.3527603033637,982.7216491326262,992.5610883137336,28374935,51.63121501551505,16.180743472352106,1083.7613078813495,915.936323954588
2020-09-28,1004.9169921875,1014.7791583315968,1000.7454344947184,1009.7913754651388,19666849,53.34693114904591,14.570674664615467,1082.7505251778405,923.0933590995033
2020-09-29,1017.975830078125,1026.5682927534233,1004.9170066954656,1008.8845531281476,25842539,56.62655329733644,14.184907827440043,1082.1852896301182,930.8137338073819
2020-09-30,1013.1241455078124,1027.928578554187,1008.8845241351472,1024.754589473698,24465159,55.07741617139735,13.333988512620408,1082.1821420976291,935.6300649336208
2020-10-01,1008.9979248046876,1026.4776536649397,1003.8968020817643,1026.4776536649397,20783227,53.73112122144767,12.186202343636296,1080.8866903429325,942.0560891980832
2020-10-05,1003.0806274414062,1019.8348626021702,1000.269384966474,1017.4997065200467,18922799,51.77653312273706,10.676030457547881,1076.3921349490354,952.6696997677616
2020-10-06,1002.2417602539062,1012.9200316663944,998.2968817912704,1008.9978810960308,18412175,51.49056901027516,9.304265010953827,1070.6998534082973,964.1522950292028
2020-10-07,1023.62109375,1046.9727737786616,1006.6173920088512,1013.4188487180892,53170865,57.8760458765807,9.828962389966591,1065.8962813578742,975.7754654682975
